Tweets,DateTime,sentiment,country
  Still in but this doesnt affect children they are thankfully spared and err lets not mention long covid kids territory I dont want an apology or compensation for my childs damaged organs years from now  its our duty as adults to lead with the precautionary principle,2021-05-27 10:24:39+00:00,negative,
 Sorry  this is why we need Dysautonomia amp MCAS specialists for Long Covid as well but sadly they are few amp far between,2021-05-27 12:33:29+00:00,negative,
"Having dealt with LongCovid as well as losing my father to the virus the censorship amp suppression of effective treatments is something I can never forgive That alone makes me question the ethics surrounding the vaccine rollout
 ivermectinworks",2021-05-27 15:15:06+00:00,negative,
severity hospitalization amp death is less among children there is disagreement among some experts regarding the nuances of this Children also get long COVID and my understanding is that there are still unknowns relative to the potential for long COVID development among 13,2021-05-27 15:41:45+00:00,neutral,
                      As far as we know there arent studies looking at  MCAS  MECFS rates but Dr Susan Levine is on record saying est 5060 of PwME experience MCAS  Mast Cell Activation Syndrome   awareness of this by MECFS specialists amp pts is  symptoms 4 some,2021-05-27 16:17:50+00:00,neutral,
  Erm I think youll find they do Not only do higher cases lead to a lag in hospitalisations and deaths but also an extremely worrying rate of longcovid which the UK has the highest rates in Europe for and very common in children  ,2021-05-27 19:03:14+00:00,negative,
 This is what enrages me about all of this No one is talking about the mental health aspect of the disease No one is talking about what its like for people with LongCovid to be gaslit by literally everything and everyone around them Im so sorry,2021-05-27 20:13:53+00:00,negative,
 One of the many worst parts is that instead this being a sign that Healthcare systems need to start taking this more seriously their reaction is only to invest in MORE Psychiatrists more research  going to mental health and an affirmation that LongCovid is Psychosomatic,2021-05-27 20:43:20+00:00,negative,
"   Is that related to your Long Covid issues Steve

Talk of fretting hand strength reminded me if this classic ",2021-05-27 20:52:12+00:00,neutral,
"The crystal ball gazing associated with these socalled costs to the economy are utter BS if they are not balanced by the commensurate costs associated with NOT locking down
Deaths
Hospitals filled up
Ongoing long Covid health issues
auspol
",2021-05-27 23:30:54+00:00,negative,
"Many thanks Mr Mendelovici for meeting us today to discuss the 2535 of COVID19 patients experiencing longterm effects  please cosponsor the COVID19 Long Haulers Act amp help StopTheLongHaul 
  TrustPatients MyalgicEncephalomyelitis ",2021-05-28 01:12:30+00:00,positive,
Im over  60 and I played in a over 35 year old hockey game Had a horrible night I just dont have the speed I had years ago and the long covid layoff Maybe its time to quit Good idea or not I still love playing even at the slow speed,2021-05-28 03:00:26+00:00,negative,
     Are you implying the infection with this virus is safer than the vaccine If you are then thats demonstrably false Some elitelevel athletes are struggling with long COVID ,2021-05-28 03:55:33+00:00,negative,
   Possibly is but then I have seen how random it does seem to effect people We still dont fully understand why some are fine some get floored by and have complications and some people have long Covid Theres a lot we still need to learn so you cant really back that up,2021-05-28 06:20:13+00:00,negative,
"   I agree with the last sentence 

The thing is if it turns out to be good news Independent Sage will not stop one iota their negative output Theyll move on to the next variant andor long Covid",2021-05-28 07:47:37+00:00,neutral,
"  I dont have an opinion on it
Very hard to get accurate information on  of confirmed Covid sufferers who have long Covid and their prognosis media naturally go for the anecdotal over statistical although at least public health are taking it seriously and investigating",2021-05-28 09:25:38+00:00,negative,
"This article demonstrates the range of symptoms that can occur and how there is still so much we dont know about longcovid
",2021-05-28 10:00:29+00:00,neutral,
"  Biggest rise on hospitalisation is from the under 40s now
Biggest rise in long covid is in the under 40s now
Biggest rise in infections are in the under 50s
You are not immune",2021-05-28 10:47:38+00:00,negative,
"Just watching the  briefing amp its the same mixed messaging here too

Cases rising R no 13 Indian variant 50 cases but hey less folk dying because of vaccines so happy days 

Completely ignores the significant risks of LongCovid ",2021-05-28 12:44:29+00:00,negative,India
"If youre experiencing longterm effects of COVID weeks or months after your initial illness this is known as long COVID

DidYouKnow 11m people in the UK were reporting long Covid symptoms in the four weeks to 6 March 2021

For reliable guidance ",2021-05-28 14:42:23+00:00,neutral,
  They most certainly do matter Over 1 million people in the UK have LongCovid,2021-05-28 14:51:43+00:00,neutral,
My latestNeurologists Brace Prepare for LongCOVID Fallout  via ,2021-05-28 15:47:15+00:00,neutral,
 Thank you so much for this I am keenly aware that I am very possibly staving off MECFS  entry point tbi  for my daughter  and maybe even my longcovid self Your account helps me understand so much So very wellwritten Listening learning and sharing widely,2021-05-28 15:48:55+00:00,positive,
"   Long covid The gov is blatantly trying for herd immunity in kids because it cant be bothered to wait for their vaccination just like it couldnt be bothered to wait for the vaccination full stop in 2020

They know nothing about long effects on kids with this new variant",2021-05-28 16:06:26+00:00,negative,
 Not sure what you mean about talking honestlyWe definitely get that death is a frequently considered option by those in the MECFS world amp certainly increasingly will be in Longcovid if pts arent validated Validation has to be the starting point,2021-05-28 16:36:48+00:00,neutral,
"The  will host a RECOVER Listening Session Wednesday June 2 at 330 PM ET to bring together researchers amp scientists to identify the causes and means to prevent and treat LongCOVID

Use this link on the day of the event to tune in ",2021-05-28 16:49:23+00:00,neutral,
 Irrespective of fatality rate there is a 20 or more LongCovid ie permanent organ damage rate It affects young and healthy people even more   Less than 10000 people on the planet were ever exposed to SARSCoV1,2021-05-28 17:19:00+00:00,negative,
   If we simply let it rip it may well be hundreds of thousands of children who suffer LongCovid Is that very few in your language,2021-05-28 17:58:17+00:00,negative,
"Horrifying to think about  Children who have been suffering for the last 14mths are not getting support Appointments are bing cancelled There is no treatment 
We must not expose kids to a virus we dont understand 
COVIDisAirborne 
longcovidkids 
LongCovid 
BankHoliday ",2021-05-28 18:09:04+00:00,negative,
"         I am one I lost an uncle and I have a cousin with long covid They dont live in Canada In the countries they live in they have had far worse outcomes than BC

So I am grateful There is no zero risk world and no major country will get through covid without loss We did ok",2021-05-28 19:58:22+00:00,negative,Canada
"   Does this help long covid recovery

Might get clients soon and my colleagues have some Very slow progress so far",2021-05-28 22:22:15+00:00,neutral,
